,Регион,Год,Ожидаемый возраст населения при рождении,Unnamed: 0,index,ranks
485,Костанайская,2047,81.80304202898554,721.5,939.0,486
486,Костанайская,2047,81.83992637681163,721.6,941.2,487
487,Костанайская,2047,81.8768107246377,721.7,943.4,488
488,Костанайская,2047,81.9136950724638,721.8,945.6,489
489,Костанайская,2047,81.95057942028987,721.9,947.8,490
480,Кызылординская,2047,82.52879275362318,749.0,939.0,481
481,Кызылординская,2047,82.56600405797101,749.1,940.4,482
482,Кызылординская,2047,82.60321536231883,749.2,941.8,483
483,Кызылординская,2047,82.64042666666667,749.3,943.2,484
484,Кызылординская,2047,82.67763797101449,749.4,944.6,485
485,Кызылординская,2047,82.71484927536233,749.5,946.0,486
486,Кызылординская,2047,82.75206057971016,749.6,947.4,487
487,Кызылординская,2047,82.78927188405798,749.7,948.8,488
488,Кызылординская,2047,82.82648318840582,749.8,950.2,489
489,Кызылординская,2047,82.86369449275364,749.9,951.6,490
480,Мангистауская,2047,88.23038985507253,777.0,923.0,481
481,Мангистауская,2047,88.28247768115948,777.1,926.7,482
482,Мангистауская,2047,88.33456550724642,777.2,930.4,483
483,Мангистауская,2047,88.38665333333338,777.3,934.1,484
484,Мангистауская,2047,88.43874115942033,777.4,937.8,485
485,Мангистауская,2047,88.49082898550728,777.5,941.5,486
486,Мангистауская,2047,88.54291681159422,777.6,945.2,487
487,Мангистауская,2047,88.59500463768117,777.7,948.9,488
488,Мангистауская,2047,88.64709246376813,777.8,952.6,489
489,Мангистауская,2047,88.69918028985508,777.9,956.3,490
480,Павлодарская,2047,81.8594289855073,805.0,922.0,481
481,Павлодарская,2047,81.89637376811598,805.1,924.6,482
482,Павлодарская,2047,81.93331855072468,805.2,927.2,483
483,Павлодарская,2047,81.97026333333336,805.3,929.8,484
484,Павлодарская,2047,82.00720811594206,805.4,932.4,485
485,Павлодарская,2047,82.04415289855075,805.5,935.0,486
486,Павлодарская,2047,82.08109768115943,805.6,937.6,487
487,Павлодарская,2047,82.11804246376813,805.7,940.2,488
488,Павлодарская,2047,82.15498724637682,805.8,942.8,489
489,Павлодарская,2047,82.19193202898552,805.9,945.4,490
480,Республика Казахстан ,2047,83.46873043478251,833.0,935.0,481
481,Республика Казахстан ,2047,83.50822695652165,833.1,935.7,482
482,Республика Казахстан ,2047,83.54772347826079,833.2,936.4,483
483,Республика Казахстан ,2047,83.58721999999992,833.3,937.1,484
484,Республика Казахстан ,2047,83.62671652173906,833.4,937.8,485
485,Республика Казахстан ,2047,83.6662130434782,833.5,938.5,486
486,Республика Казахстан ,2047,83.70570956521733,833.6,939.2,487
487,Республика Казахстан ,2047,83.74520608695647,833.7,939.9,488
488,Республика Казахстан ,2047,83.7847026086956,833.8,940.6,489
489,Республика Казахстан ,2047,83.82419913043474,833.9,941.3,490
480,СКО,2047,79.66606231884066,861.0,929.0,481
481,СКО,2047,79.69942710144934,861.1,930.5,482
482,СКО,2047,79.73279188405805,861.2,932.0,483
483,СКО,2047,79.76615666666673,861.3,933.5,484
484,СКО,2047,79.79952144927543,861.4,935.0,485
485,СКО,2047,79.83288623188412,861.5,936.5,486
486,СКО,2047,79.8662510144928,861.6,938.0,487
487,СКО,2047,79.8996157971015,861.7,939.5,488
488,СКО,2047,79.93298057971019,861.8,941.0,489
489,СКО,2047,79.96634536231889,861.9,942.5,490
480,Туркестанская*,2047,80.79501159420295,889.0,936.0,481
481,Туркестанская*,2047,80.82511550724642,889.1,938.0,482
482,Туркестанская*,2047,80.8552194202899,889.2,940.0,483
483,Туркестанская*,2047,80.88532333333339,889.3,942.0,484
484,Туркестанская*,2047,80.91542724637686,889.4,944.0,485
485,Туркестанская*,2047,80.94553115942034,889.5,946.0,486
486,Туркестанская*,2047,80.97563507246382,889.6,948.0,487
487,Туркестанская*,2047,81.00573898550729,889.7,950.0,488
488,Туркестанская*,2047,81.03584289855078,889.8,952.0,489
489,Туркестанская*,2047,81.06594681159426,889.9,954.0,490
309,Шымкент,2047,65.67563809523801,973.9,945.2,301
308,Шымкент,2047,65.70289523809515,973.8,944.4,302
307,Шымкент,2047,65.73015238095229,973.7,943.6,303
306,Шымкент,2047,65.75740952380943,973.6,942.8,304
305,Шымкент,2047,65.78466666666657,973.5,942.0,305
304,Шымкент,2047,65.8119238095237,973.4,941.2,306
303,Шымкент,2047,65.83918095238084,973.3,940.4,307
302,Шымкент,2047,65.86643809523798,973.2,939.6,308
301,Шымкент,2047,65.89369523809512,973.1,938.8,309
300,Шымкент,2047,65.92095238095226,973.0,938.0,310
250,Ұлытау,2047,71.44,1001.0,932.0,251
251,Ұлытау,2047,71.44,1001.1,933.1,252
252,Ұлытау,2047,71.44,1001.2,934.2,253
253,Ұлытау,2047,71.44,1001.3,935.3,254
254,Ұлытау,2047,71.44,1001.4,936.4,255
255,Ұлытау,2047,71.44,1001.5,937.5,256
256,Ұлытау,2047,71.44,1001.6,938.6,257
257,Ұлытау,2047,71.44,1001.7,939.7,258
258,Ұлытау,2047,71.44,1001.8,940.8,259
259,Ұлытау,2047,71.44,1001.9,941.9,260
260,Абай,2048,73.8,442.0,959.0,261
261,Абай,2048,73.8,442.1,961.1,262
262,Абай,2048,73.8,442.2,963.2,263
263,Абай,2048,73.8,442.3,965.3,264
264,Абай,2048,73.8,442.4,967.4,265
265,Абай,2048,73.8,442.5,969.5,266
266,Абай,2048,73.8,442.6,971.6,267
267,Абай,2048,73.8,442.7,973.7,268
268,Абай,2048,73.8,442.8,975.8,269
269,Абай,2048,73.8,442.9,977.9,270
490,Акмолинская,2048,82.87322463768123,470.0,949.0,491
491,Акмолинская,2048,82.91507768115949,470.1,951.2,492
492,Акмолинская,2048,82.95693072463776,470.2,953.4,493
493,Акмолинская,2048,82.99878376811601,470.3,955.6,494
494,Акмолинская,2048,83.04063681159428,470.4,957.8,495
495,Акмолинская,2048,83.08248985507254,470.5,960.0,496
496,Акмолинская,2048,83.1243428985508,470.6,962.2,497
497,Акмолинская,2048,83.16619594202906,470.7,964.4,498
498,Акмолинская,2048,83.20804898550732,470.8,966.6,499
499,Акмолинская,2048,83.24990202898559,470.9,968.8,500
490,Актюбинская,2048,87.32684782608692,498.0,957.0,491
491,Актюбинская,2048,87.37567608695647,498.1,958.8,492
492,Актюбинская,2048,87.42450434782604,498.2,960.6,493
493,Актюбинская,2048,87.4733326086956,498.3,962.4,494
494,Актюбинская,2048,87.52216086956517,498.4,964.2,495
495,Актюбинская,2048,87.57098913043473,498.5,966.0,496
496,Актюбинская,2048,87.61981739130428,498.6,967.8,497
497,Актюбинская,2048,87.66864565217385,498.7,969.6,498
498,Актюбинская,2048,87.7174739130434,498.8,971.4,499
499,Актюбинская,2048,87.76630217391298,498.9,973.2,500
490,Алматинская,2048,82.14750000000004,526.0,955.0,491
491,Алматинская,2048,82.18103000000004,526.1,956.5,492
492,Алматинская,2048,82.21456000000003,526.2,958.0,493
493,Алматинская,2048,82.24809000000002,526.3,959.5,494
494,Алматинская,2048,82.28162000000002,526.4,961.0,495
495,Алматинская,2048,82.31515000000002,526.5,962.5,496
496,Алматинская,2048,82.34868000000002,526.6,964.0,497
497,Алматинская,2048,82.38221000000001,526.7,965.5,498
498,Алматинская,2048,82.41574,526.8,967.0,499
499,Алматинская,2048,82.44927,526.9,968.5,500
490,Алматы,2048,86.95083333333332,918.0,954.0,491
491,Алматы,2048,86.99133333333332,918.1,955.4,492
492,Алматы,2048,87.03183333333331,918.2,956.8,493
493,Алматы,2048,87.07233333333332,918.3,958.2,494
494,Алматы,2048,87.11283333333331,918.4,959.6,495
495,Алматы,2048,87.15333333333331,918.5,961.0,496
496,Алматы,2048,87.1938333333333,918.6,962.4,497
497,Алматы,2048,87.2343333333333,918.7,963.8,498
498,Алматы,2048,87.2748333333333,918.8,965.2,499
499,Алматы,2048,87.3153333333333,918.9,966.6,500
490,Астана,2048,85.36271739130439,946.0,961.0,491
491,Астана,2048,85.39596130434786,946.1,961.6,492
492,Астана,2048,85.42920521739134,946.2,962.2,493
493,Астана,2048,85.4624491304348,946.3,962.8,494
494,Астана,2048,85.49569304347828,946.4,963.4,495
495,Астана,2048,85.52893695652176,946.5,964.0,496
496,Астана,2048,85.56218086956524,946.6,964.6,497
497,Астана,2048,85.59542478260872,946.7,965.2,498
498,Астана,2048,85.62866869565218,946.8,965.8,499
499,Астана,2048,85.66191260869566,946.9,966.4,500
490,Атырауская,2048,85.20206521739124,554.0,952.0,491
491,Атырауская,2048,85.24570739130428,554.1,954.4,492
492,Атырауская,2048,85.28934956521732,554.2,956.8,493
493,Атырауская,2048,85.33299173913036,554.3,959.2,494
494,Атырауская,2048,85.3766339130434,554.4,961.6,495
495,Атырауская,2048,85.42027608695645,554.5,964.0,496
496,Атырауская,2048,85.46391826086949,554.6,966.4,497
497,Атырауская,2048,85.50756043478253,554.7,968.8,498
498,Атырауская,2048,85.55120260869558,554.8,971.2,499
499,Атырауская,2048,85.59484478260862,554.9,973.6,500
490,ВКО,2048,82.19311594202895,582.0,947.0,491
491,ВКО,2048,82.23096202898547,582.1,948.8,492
492,ВКО,2048,82.268808115942,582.2,950.6,493
493,ВКО,2048,82.3066542028985,582.3,952.4,494
494,ВКО,2048,82.34450028985502,582.4,954.2,495
495,ВКО,2048,82.38234637681154,582.5,956.0,496
496,ВКО,2048,82.42019246376806,582.6,957.8,497
497,ВКО,2048,82.45803855072458,582.7,959.6,498
498,ВКО,2048,82.49588463768109,582.8,961.4,499
499,ВКО,2048,82.5337307246376,582.9,963.2,500
490,Жамбылская,2048,81.47626811594205,610.0,962.0,491
491,Жамбылская,2048,81.50928594202901,610.1,963.5,492
492,Жамбылская,2048,81.54230376811597,610.2,965.0,493
493,Жамбылская,2048,81.57532159420293,610.3,966.5,494
494,Жамбылская,2048,81.6083394202899,610.4,968.0,495
495,Жамбылская,2048,81.64135724637686,610.5,969.5,496
496,Жамбылская,2048,81.67437507246382,610.6,971.0,497
497,Жамбылская,2048,81.70739289855078,610.7,972.5,498
498,Жамбылская,2048,81.74041072463774,610.8,974.0,499
499,Жамбылская,2048,81.7734285507247,610.9,975.5,500
260,Жетісу,2048,74.38,638.0,951.0,261
261,Жетісу,2048,74.38,638.1,953.2,262
262,Жетісу,2048,74.38,638.2,955.4,263
263,Жетісу,2048,74.38,638.3,957.6,264
264,Жетісу,2048,74.38,638.4,959.8,265
265,Жетісу,2048,74.38,638.5,962.0,266
266,Жетісу,2048,74.38,638.6,964.2,267
267,Жетісу,2048,74.38,638.7,966.4,268
268,Жетісу,2048,74.38,638.8,968.6,269
269,Жетісу,2048,74.38,638.9,970.8,270
490,ЗКО,2048,83.09250000000009,666.0,945.0,491
491,ЗКО,2048,83.13070000000008,666.1,948.8,492
492,ЗКО,2048,83.16890000000008,666.2,952.6,493
493,ЗКО,2048,83.20710000000007,666.3,956.4,494
494,ЗКО,2048,83.24530000000007,666.4,960.2,495
495,ЗКО,2048,83.28350000000006,666.5,964.0,496
496,ЗКО,2048,83.32170000000005,666.6,967.8,497
497,ЗКО,2048,83.35990000000005,666.7,971.6,498
498,ЗКО,2048,83.39810000000004,666.8,975.4,499
499,ЗКО,2048,83.43630000000005,666.9,979.2,500
490,Карагандинская,2048,83.11152173913035,694.0,958.0,491
491,Карагандинская,2048,83.1536591304347,694.1,958.5,492
492,Карагандинская,2048,83.19579652173904,694.2,959.0,493
493,Карагандинская,2048,83.23793391304339,694.3,959.5,494
494,Карагандинская,2048,83.28007130434773,694.4,960.0,495
495,Карагандинская,2048,83.32220869565208,694.5,960.5,496
496,Карагандинская,2048,83.36434608695643,694.6,961.0,497
497,Карагандинская,2048,83.40648347826077,694.7,961.5,498
498,Карагандинская,2048,83.44862086956512,694.8,962.0,499
499,Карагандинская,2048,83.49075826086946,694.9,962.5,500
490,Костанайская,2048,81.98746376811596,722.0,950.0,491
491,Костанайская,2048,82.02434811594205,722.1,953.1,492
492,Костанайская,2048,82.06123246376812,722.2,956.2,493
493,Костанайская,2048,82.09811681159421,722.3,959.3,494
494,Костанайская,2048,82.13500115942028,722.4,962.4,495
495,Костанайская,2048,82.17188550724637,722.5,965.5,496
496,Костанайская,2048,82.20876985507246,722.6,968.6,497
497,Костанайская,2048,82.24565420289854,722.7,971.7,498
498,Костанайская,2048,82.28253855072462,722.8,974.8,499
499,Костанайская,2048,82.3194228985507,722.9,977.9,500
490,Кызылординская,2048,82.90090579710147,750.0,953.0,491
491,Кызылординская,2048,82.93811710144931,750.1,954.1,492
492,Кызылординская,2048,82.97532840579713,750.2,955.2,493
493,Кызылординская,2048,83.01253971014496,750.3,956.3,494
494,Кызылординская,2048,83.04975101449278,750.4,957.4,495
495,Кызылординская,2048,83.08696231884062,750.5,958.5,496
496,Кызылординская,2048,83.12417362318845,750.6,959.6,497
497,Кызылординская,2048,83.16138492753628,750.7,960.7,498
498,Кызылординская,2048,83.19859623188411,750.8,961.8,499
499,Кызылординская,2048,83.23580753623193,750.9,962.9,500
490,Мангистауская,2048,88.75126811594203,778.0,960.0,491
491,Мангистауская,2048,88.80335594202897,778.1,961.8,492
492,Мангистауская,2048,88.85544376811592,778.2,963.6,493
493,Мангистауская,2048,88.90753159420288,778.3,965.4,494
494,Мангистауская,2048,88.95961942028983,778.4,967.2,495
495,Мангистауская,2048,89.01170724637677,778.5,969.0,496
496,Мангистауская,2048,89.06379507246372,778.6,970.8,497
497,Мангистауская,2048,89.11588289855067,778.7,972.6,498
498,Мангистауская,2048,89.16797072463763,778.8,974.4,499
499,Мангистауская,2048,89.22005855072457,778.9,976.2,500
490,Павлодарская,2048,82.2288768115942,806.0,948.0,491
491,Павлодарская,2048,82.26582159420289,806.1,951.1,492
492,Павлодарская,2048,82.30276637681159,806.2,954.2,493
493,Павлодарская,2048,82.33971115942028,806.3,957.3,494
494,Павлодарская,2048,82.37665594202898,806.4,960.4,495
495,Павлодарская,2048,82.41360072463766,806.5,963.5,496
496,Павлодарская,2048,82.45054550724635,806.6,966.6,497
497,Павлодарская,2048,82.48749028985505,806.7,969.7,498
498,Павлодарская,2048,82.52443507246373,806.8,972.8,499
499,Павлодарская,2048,82.56137985507243,806.9,975.9,500
490,Республика Казахстан ,2048,83.86369565217387,834.0,942.0,491
491,Республика Казахстан ,2048,83.90319217391301,834.1,944.4,492
492,Республика Казахстан ,2048,83.94268869565215,834.2,946.8,493
493,Республика Казахстан ,2048,83.98218521739128,834.3,949.2,494
494,Республика Казахстан ,2048,84.02168173913041,834.4,951.6,495
495,Республика Казахстан ,2048,84.06117826086955,834.5,954.0,496
