,Регион,Год,Ожидаемый возраст населения при рождении,Unnamed: 0,index,ranks
41,Акмолинская,2003,63.733000000000004,,70.7,42
42,Акмолинская,2003,63.756,,72.4,43
43,Акмолинская,2003,63.778999999999996,,74.1,44
44,Акмолинская,2003,63.802,,75.8,45
45,Акмолинская,2003,63.825,,77.5,46
46,Акмолинская,2003,63.848,,79.2,47
47,Акмолинская,2003,63.870999999999995,,80.9,48
48,Акмолинская,2003,63.894,,82.6,49
49,Акмолинская,2003,63.917,,84.3,50
40,Актюбинская,2003,64.34,,70.0,41
41,Актюбинская,2003,64.447,,71.7,42
42,Актюбинская,2003,64.554,,73.4,43
43,Актюбинская,2003,64.661,,75.1,44
44,Актюбинская,2003,64.768,,76.8,45
45,Актюбинская,2003,64.875,,78.5,46
46,Актюбинская,2003,64.982,,80.2,47
47,Актюбинская,2003,65.089,,81.9,48
48,Актюбинская,2003,65.196,,83.6,49
49,Актюбинская,2003,65.303,,85.3,50
40,Алматинская,2003,66.89,,71.0,41
41,Алматинская,2003,66.903,,72.7,42
42,Алматинская,2003,66.916,,74.4,43
43,Алматинская,2003,66.929,,76.1,44
44,Алматинская,2003,66.942,,77.8,45
45,Алматинская,2003,66.955,,79.5,46
46,Алматинская,2003,66.968,,81.2,47
47,Алматинская,2003,66.981,,82.9,48
48,Алматинская,2003,66.994,,84.6,49
49,Алматинская,2003,67.00699999999999,,86.3,50
49,Алматы,2003,67.792,,99.3,41
48,Алматы,2003,67.834,,97.6,42
47,Алматы,2003,67.876,,95.9,43
46,Алматы,2003,67.918,,94.2,44
45,Алматы,2003,67.96000000000001,,92.5,45
44,Алматы,2003,68.002,,90.8,46
43,Алматы,2003,68.044,,89.1,47
42,Алматы,2003,68.086,,87.4,48
41,Алматы,2003,68.128,,85.7,49
40,Алматы,2003,68.17,,84.0,50
40,Астана,2003,70.45,,83.0,41
41,Астана,2003,70.489,,84.7,42
42,Астана,2003,70.528,,86.4,43
43,Астана,2003,70.56700000000001,,88.1,44
44,Астана,2003,70.60600000000001,,89.8,45
45,Астана,2003,70.64500000000001,,91.5,46
46,Астана,2003,70.684,,93.2,47
47,Астана,2003,70.723,,94.9,48
48,Астана,2003,70.762,,96.6,49
49,Астана,2003,70.801,,98.3,50
40,Атырауская,2003,65.32,,72.0,41
41,Атырауская,2003,65.38199999999999,,73.7,42
42,Атырауская,2003,65.44399999999999,,75.4,43
43,Атырауская,2003,65.506,,77.1,44
44,Атырауская,2003,65.568,,78.8,45
45,Атырауская,2003,65.63,,80.5,46
46,Атырауская,2003,65.692,,82.2,47
47,Атырауская,2003,65.75399999999999,,83.9,48
48,Атырауская,2003,65.816,,85.6,49
49,Атырауская,2003,65.878,,87.3,50
40,ВКО,2003,65.29,,82.0,41
41,ВКО,2003,65.298,,83.7,42
42,ВКО,2003,65.30600000000001,,85.4,43
43,ВКО,2003,65.31400000000001,,87.1,44
44,ВКО,2003,65.322,,88.8,45
45,ВКО,2003,65.33000000000001,,90.5,46
46,ВКО,2003,65.33800000000001,,92.2,47
47,ВКО,2003,65.346,,93.9,48
48,ВКО,2003,65.354,,95.6,49
49,ВКО,2003,65.36200000000001,,97.3,50
40,Жамбылская,2003,66.23,,74.0,41
41,Жамбылская,2003,66.308,,75.7,42
42,Жамбылская,2003,66.38600000000001,,77.4,43
43,Жамбылская,2003,66.464,,79.1,44
44,Жамбылская,2003,66.542,,80.8,45
45,Жамбылская,2003,66.62,,82.5,46
46,Жамбылская,2003,66.69800000000001,,84.2,47
47,Жамбылская,2003,66.77600000000001,,85.9,48
48,Жамбылская,2003,66.854,,87.6,49
49,Жамбылская,2003,66.932,,89.3,50
40,ЗКО,2003,64.97,,73.0,41
41,ЗКО,2003,65.127,,74.7,42
42,ЗКО,2003,65.284,,76.4,43
43,ЗКО,2003,65.441,,78.1,44
44,ЗКО,2003,65.598,,79.8,45
45,ЗКО,2003,65.755,,81.5,46
46,ЗКО,2003,65.912,,83.2,47
47,ЗКО,2003,66.069,,84.9,48
48,ЗКО,2003,66.226,,86.6,49
49,ЗКО,2003,66.38300000000001,,88.3,50
49,Карагандинская,2003,63.793,,90.3,41
48,Карагандинская,2003,63.796,,88.6,42
47,Карагандинская,2003,63.799,,86.9,43
46,Карагандинская,2003,63.802,,85.2,44
45,Карагандинская,2003,63.805,,83.5,45
44,Карагандинская,2003,63.808,,81.8,46
43,Карагандинская,2003,63.811,,80.1,47
42,Карагандинская,2003,63.814,,78.4,48
41,Карагандинская,2003,63.817,,76.7,49
40,Карагандинская,2003,63.82,,75.0,50
40,Костанайская,2003,65.17,,76.0,41
41,Костанайская,2003,65.194,,77.7,42
42,Костанайская,2003,65.218,,79.4,43
43,Костанайская,2003,65.242,,81.1,44
44,Костанайская,2003,65.266,,82.8,45
45,Костанайская,2003,65.28999999999999,,84.5,46
46,Костанайская,2003,65.314,,86.2,47
47,Костанайская,2003,65.338,,87.9,48
48,Костанайская,2003,65.362,,89.6,49
49,Костанайская,2003,65.386,,91.3,50
40,Кызылординская,2003,66.25,,77.0,41
41,Кызылординская,2003,66.326,,78.7,42
42,Кызылординская,2003,66.402,,80.4,43
43,Кызылординская,2003,66.47800000000001,,82.1,44
44,Кызылординская,2003,66.554,,83.8,45
45,Кызылординская,2003,66.63,,85.5,46
46,Кызылординская,2003,66.706,,87.2,47
47,Кызылординская,2003,66.78200000000001,,88.9,48
48,Кызылординская,2003,66.858,,90.6,49
49,Кызылординская,2003,66.934,,92.3,50
40,Мангистауская,2003,65.01,,78.0,41
41,Мангистауская,2003,65.042,,79.7,42
42,Мангистауская,2003,65.074,,81.4,43
43,Мангистауская,2003,65.10600000000001,,83.1,44
44,Мангистауская,2003,65.138,,84.8,45
45,Мангистауская,2003,65.17,,86.5,46
46,Мангистауская,2003,65.202,,88.2,47
47,Мангистауская,2003,65.234,,89.9,48
48,Мангистауская,2003,65.266,,91.6,49
49,Мангистауская,2003,65.298,,93.3,50
40,Павлодарская,2003,65.68,,79.0,41
41,Павлодарская,2003,65.694,,80.7,42
42,Павлодарская,2003,65.708,,82.4,43
43,Павлодарская,2003,65.72200000000001,,84.1,44
44,Павлодарская,2003,65.736,,85.8,45
45,Павлодарская,2003,65.75,,87.5,46
46,Павлодарская,2003,65.764,,89.2,47
47,Павлодарская,2003,65.77799999999999,,90.9,48
48,Павлодарская,2003,65.792,,92.6,49
49,Павлодарская,2003,65.806,,94.3,50
40,Республика Казахстан ,2003,65.83,,68.0,41
41,Республика Казахстан ,2003,65.865,,69.7,42
42,Республика Казахстан ,2003,65.9,,71.4,43
43,Республика Казахстан ,2003,65.935,,73.1,44
44,Республика Казахстан ,2003,65.97,,74.8,45
45,Республика Казахстан ,2003,66.005,,76.5,46
46,Республика Казахстан ,2003,66.04,,78.2,47
47,Республика Казахстан ,2003,66.075,,79.9,48
48,Республика Казахстан ,2003,66.11,,81.6,49
49,Республика Казахстан ,2003,66.14500000000001,,83.3,50
40,СКО,2003,64.76,,80.0,41
41,СКО,2003,64.787,,81.7,42
42,СКО,2003,64.81400000000001,,83.4,43
43,СКО,2003,64.84100000000001,,85.1,44
44,СКО,2003,64.86800000000001,,86.8,45
45,СКО,2003,64.89500000000001,,88.5,46
46,СКО,2003,64.922,,90.2,47
47,СКО,2003,64.949,,91.9,48
48,СКО,2003,64.976,,93.6,49
49,СКО,2003,65.003,,95.3,50
40,Туркестанская*,2003,67.07,,81.0,41
41,Туркестанская*,2003,67.148,,82.7,42
42,Туркестанская*,2003,67.226,,84.4,43
43,Туркестанская*,2003,67.30399999999999,,86.1,44
44,Туркестанская*,2003,67.38199999999999,,87.8,45
45,Туркестанская*,2003,67.46,,89.5,46
46,Туркестанская*,2003,67.538,,91.2,47
47,Туркестанская*,2003,67.616,,92.9,48
48,Туркестанская*,2003,67.69399999999999,,94.6,49
49,Туркестанская*,2003,67.77199999999999,,96.3,50
59,Акмолинская,2004,63.535000000000004,,101.3,51
58,Акмолинская,2004,63.58,,99.6,52
57,Акмолинская,2004,63.625,,97.9,53
56,Акмолинская,2004,63.67,,96.2,54
55,Акмолинская,2004,63.715,,94.5,55
54,Акмолинская,2004,63.76,,92.8,56
53,Акмолинская,2004,63.805,,91.1,57
52,Акмолинская,2004,63.85,,89.4,58
51,Акмолинская,2004,63.894999999999996,,87.7,59
50,Акмолинская,2004,63.94,,86.0,60
50,Актюбинская,2004,65.41,,87.0,51
51,Актюбинская,2004,65.44,,88.7,52
52,Актюбинская,2004,65.47,,90.4,53
53,Актюбинская,2004,65.5,,92.1,54
54,Актюбинская,2004,65.53,,93.8,55
55,Актюбинская,2004,65.56,,95.5,56
56,Актюбинская,2004,65.58999999999999,,97.2,57
57,Актюбинская,2004,65.61999999999999,,98.9,58
58,Актюбинская,2004,65.64999999999999,,100.6,59
59,Актюбинская,2004,65.67999999999999,,102.3,60
59,Алматинская,2004,66.471,,103.3,51
58,Алматинская,2004,66.532,,101.6,52
57,Алматинская,2004,66.59299999999999,,99.9,53
56,Алматинская,2004,66.654,,98.2,54
55,Алматинская,2004,66.715,,96.5,55
54,Алматинская,2004,66.776,,94.8,56
53,Алматинская,2004,66.83699999999999,,93.1,57
52,Алматинская,2004,66.898,,91.4,58
51,Алматинская,2004,66.959,,89.7,59
50,Алматинская,2004,67.02,,88.0,60
59,Алматы,2004,67.435,,116.3,51
58,Алматы,2004,67.47,,114.6,52
57,Алматы,2004,67.50500000000001,,112.9,53
56,Алматы,2004,67.54,,111.2,54
55,Алматы,2004,67.575,,109.5,55
54,Алматы,2004,67.61,,107.8,56
53,Алматы,2004,67.645,,106.1,57
52,Алматы,2004,67.68,,104.4,58
51,Алматы,2004,67.715,,102.7,59
50,Алматы,2004,67.75,,101.0,60
59,Астана,2004,70.714,,115.3,51
58,Астана,2004,70.72800000000001,,113.6,52
57,Астана,2004,70.742,,111.9,53
56,Астана,2004,70.756,,110.2,54
55,Астана,2004,70.77000000000001,,108.5,55
54,Астана,2004,70.784,,106.8,56
53,Астана,2004,70.798,,105.1,57
52,Астана,2004,70.812,,103.4,58
51,Астана,2004,70.82600000000001,,101.7,59
50,Астана,2004,70.84,,100.0,60
50,Атырауская,2004,65.94,,89.0,51
51,Атырауская,2004,66.011,,90.7,52
52,Атырауская,2004,66.082,,92.4,53
53,Атырауская,2004,66.153,,94.1,54
54,Атырауская,2004,66.224,,95.8,55
55,Атырауская,2004,66.295,,97.5,56
56,Атырауская,2004,66.366,,99.2,57
57,Атырауская,2004,66.437,,100.9,58
58,Атырауская,2004,66.50800000000001,,102.6,59
59,Атырауская,2004,66.57900000000001,,104.3,60
59,ВКО,2004,64.839,,114.3,51
58,ВКО,2004,64.898,,112.6,52
57,ВКО,2004,64.95700000000001,,110.9,53
56,ВКО,2004,65.016,,109.2,54
55,ВКО,2004,65.075,,107.5,55
54,ВКО,2004,65.134,,105.8,56
53,ВКО,2004,65.193,,104.1,57
52,ВКО,2004,65.25200000000001,,102.4,58
51,ВКО,2004,65.311,,100.7,59
50,ВКО,2004,65.37,,99.0,60
59,Жамбылская,2004,66.983,,106.3,51
58,Жамбылская,2004,66.986,,104.6,52
57,Жамбылская,2004,66.989,,102.9,53
56,Жамбылская,2004,66.992,,101.2,54
55,Жамбылская,2004,66.995,,99.5,55
54,Жамбылская,2004,66.998,,97.8,56
53,Жамбылская,2004,67.001,,96.1,57
52,Жамбылская,2004,67.004,,94.4,58
51,Жамбылская,2004,67.007,,92.7,59
50,Жамбылская,2004,67.01,,91.0,60
59,ЗКО,2004,66.46799999999999,,105.3,51
58,ЗКО,2004,66.476,,103.6,52
57,ЗКО,2004,66.484,,101.9,53
56,ЗКО,2004,66.492,,100.2,54
55,ЗКО,2004,66.5,,98.5,55
54,ЗКО,2004,66.508,,96.8,56
53,ЗКО,2004,66.516,,95.1,57
52,ЗКО,2004,66.524,,93.4,58
51,ЗКО,2004,66.53200000000001,,91.7,59
50,ЗКО,2004,66.54,,90.0,60
50,Карагандинская,2004,63.79,,92.0,51
51,Карагандинская,2004,63.806,,93.7,52
52,Карагандинская,2004,63.822,,95.4,53
53,Карагандинская,2004,63.838,,97.1,54
54,Карагандинская,2004,63.854,,98.8,55
55,Карагандинская,2004,63.870000000000005,,100.5,56
56,Карагандинская,2004,63.886,,102.2,57
57,Карагандинская,2004,63.902,,103.9,58
58,Карагандинская,2004,63.918,,105.6,59
59,Карагандинская,2004,63.934000000000005,,107.3,60
59,Костанайская,2004,65.293,,108.3,51
58,Костанайская,2004,65.306,,106.6,52
57,Костанайская,2004,65.319,,104.9,53
56,Костанайская,2004,65.332,,103.2,54
55,Костанайская,2004,65.345,,101.5,55
54,Костанайская,2004,65.358,,99.8,56
53,Костанайская,2004,65.371,,98.1,57
52,Костанайская,2004,65.384,,96.4,58
51,Костанайская,2004,65.39699999999999,,94.7,59
50,Костанайская,2004,65.41,,93.0,60
59,Кызылординская,2004,66.128,,109.3,51
