,Регион,Год,Число больничных органзаций,Unnamed: 0,index,ranks
224,город Астана,2025,39,882.4,410.4,225
225,город Астана,2025,39,882.5,412.5,226
226,город Астана,2025,39,882.6,414.6,227
227,город Астана,2025,39,882.7,416.7,228
228,город Астана,2025,39,882.8,418.8,229
229,город Астана,2025,39,882.9,420.9,230
70,город Шымкент,2025,110,910.0,392.0,71
71,город Шымкент,2025,111,910.1,395.9,72
72,город Шымкент,2025,112,910.2,399.8,73
73,город Шымкент,2025,113,910.3,403.7,74
74,город Шымкент,2025,114,910.4,407.6,75
75,город Шымкент,2025,116,910.5,411.5,76
76,город Шымкент,2025,117,910.6,415.4,77
77,город Шымкент,2025,118,910.7,419.3,78
78,город Шымкент,2025,119,910.8,423.2,79
79,город Шымкент,2025,120,910.9,427.1,80
40,Абай,2026,30,351.0,419.0,41
41,Абай,2026,30,351.1,420.8,42
42,Абай,2026,30,351.2,422.6,43
43,Абай,2026,30,351.3,424.4,44
44,Абай,2026,30,351.4,426.2,45
45,Абай,2026,30,351.5,428.0,46
46,Абай,2026,30,351.6,429.8,47
47,Абай,2026,30,351.7,431.6,48
48,Абай,2026,30,351.8,433.4,49
49,Абай,2026,30,351.9,435.2,50
239,Акмолинская,2026,18,379.9,442.5,231
238,Акмолинская,2026,18,379.8,441.0,232
237,Акмолинская,2026,18,379.7,439.5,233
236,Акмолинская,2026,18,379.6,438.0,234
235,Акмолинская,2026,19,379.5,436.5,235
234,Акмолинская,2026,19,379.4,435.0,236
233,Акмолинская,2026,19,379.3,433.5,237
232,Акмолинская,2026,19,379.2,432.0,238
231,Акмолинская,2026,19,379.1,430.5,239
230,Акмолинская,2026,20,379.0,429.0,240
239,Актюбинская,2026,38,407.9,431.8,231
238,Актюбинская,2026,38,407.8,431.6,232
237,Актюбинская,2026,38,407.7,431.4,233
236,Актюбинская,2026,38,407.6,431.2,234
235,Актюбинская,2026,38,407.5,431.0,235
234,Актюбинская,2026,38,407.4,430.8,236
233,Актюбинская,2026,38,407.3,430.6,237
232,Актюбинская,2026,38,407.2,430.4,238
231,Актюбинская,2026,38,407.1,430.2,239
230,Актюбинская,2026,39,407.0,430.0,240
239,Алматинская,2026,72,435.9,442.0,231
238,Алматинская,2026,72,435.8,439.0,232
237,Алматинская,2026,72,435.7,436.0,233
236,Алматинская,2026,72,435.6,433.0,234
235,Алматинская,2026,72,435.5,430.0,235
234,Алматинская,2026,72,435.4,427.0,236
233,Алматинская,2026,72,435.3,424.0,237
232,Алматинская,2026,72,435.2,421.0,238
231,Алматинская,2026,72,435.1,418.0,239
230,Алматинская,2026,73,435.0,415.0,240
239,Атырауская,2026,25,463.9,433.5,231
238,Атырауская,2026,25,463.8,432.0,232
237,Атырауская,2026,25,463.7,430.5,233
236,Атырауская,2026,25,463.6,429.0,234
235,Атырауская,2026,25,463.5,427.5,235
234,Атырауская,2026,25,463.4,426.0,236
233,Атырауская,2026,25,463.3,424.5,237
232,Атырауская,2026,25,463.2,423.0,238
231,Атырауская,2026,25,463.1,421.5,239
230,Атырауская,2026,26,463.0,420.0,240
239,ВКО,2026,41,491.9,446.2,231
238,ВКО,2026,41,491.8,443.4,232
237,ВКО,2026,41,491.7,440.6,233
236,ВКО,2026,42,491.6,437.8,234
235,ВКО,2026,42,491.5,435.0,235
234,ВКО,2026,42,491.4,432.2,236
233,ВКО,2026,43,491.3,429.4,237
232,ВКО,2026,43,491.2,426.6,238
231,ВКО,2026,43,491.1,423.8,239
230,ВКО,2026,44,491.0,421.0,240
230,Жамбылская,2026,45,519.0,412.0,231
231,Жамбылская,2026,45,519.1,415.5,232
232,Жамбылская,2026,45,519.2,419.0,233
233,Жамбылская,2026,45,519.3,422.5,234
234,Жамбылская,2026,45,519.4,426.0,235
235,Жамбылская,2026,45,519.5,429.5,236
236,Жамбылская,2026,45,519.6,433.0,237
237,Жамбылская,2026,45,519.7,436.5,238
238,Жамбылская,2026,45,519.8,440.0,239
239,Жамбылская,2026,45,519.9,443.5,240
40,Жетысу,2026,36,547.0,413.0,41
41,Жетысу,2026,36,547.1,415.3,42
42,Жетысу,2026,36,547.2,417.6,43
43,Жетысу,2026,36,547.3,419.9,44
44,Жетысу,2026,36,547.4,422.2,45
45,Жетысу,2026,36,547.5,424.5,46
46,Жетысу,2026,36,547.6,426.8,47
47,Жетысу,2026,36,547.7,429.1,48
48,Жетысу,2026,36,547.8,431.4,49
49,Жетысу,2026,36,547.9,433.7,50
239,ЗКО,2026,17,575.9,436.9,231
238,ЗКО,2026,17,575.8,434.8,232
237,ЗКО,2026,17,575.7,432.7,233
236,ЗКО,2026,17,575.6,430.6,234
235,ЗКО,2026,17,575.5,428.5,235
234,ЗКО,2026,17,575.4,426.4,236
233,ЗКО,2026,17,575.3,424.3,237
232,ЗКО,2026,17,575.2,422.2,238
231,ЗКО,2026,17,575.1,420.1,239
230,ЗКО,2026,18,575.0,418.0,240
239,Карагандинская,2026,60,603.9,447.2,231
238,Карагандинская,2026,60,603.8,444.4,232
237,Карагандинская,2026,60,603.7,441.6,233
236,Карагандинская,2026,60,603.6,438.8,234
235,Карагандинская,2026,61,603.5,436.0,235
234,Карагандинская,2026,61,603.4,433.2,236
233,Карагандинская,2026,61,603.3,430.4,237
232,Карагандинская,2026,61,603.2,427.6,238
231,Карагандинская,2026,61,603.1,424.8,239
230,Карагандинская,2026,62,603.0,422.0,240
239,Костанайская,2026,38,631.9,438.3,231
238,Костанайская,2026,38,631.8,435.6,232
237,Костанайская,2026,38,631.7,432.9,233
236,Костанайская,2026,38,631.6,430.2,234
235,Костанайская,2026,38,631.5,427.5,235
234,Костанайская,2026,38,631.4,424.8,236
233,Костанайская,2026,38,631.3,422.1,237
232,Костанайская,2026,38,631.2,419.4,238
231,Костанайская,2026,38,631.1,416.7,239
230,Костанайская,2026,39,631.0,414.0,240
239,Кызылординская,2026,23,659.9,431.4,231
238,Кызылординская,2026,23,659.8,429.8,232
237,Кызылординская,2026,23,659.7,428.2,233
236,Кызылординская,2026,23,659.6,426.6,234
235,Кызылординская,2026,24,659.5,425.0,235
234,Кызылординская,2026,24,659.4,423.4,236
233,Кызылординская,2026,24,659.3,421.8,237
232,Кызылординская,2026,24,659.2,420.2,238
231,Кызылординская,2026,24,659.1,418.6,239
230,Кызылординская,2026,25,659.0,417.0,240
230,Мангистауская,2026,28,687.0,416.0,231
231,Мангистауская,2026,28,687.1,417.8,232
232,Мангистауская,2026,28,687.2,419.6,233
233,Мангистауская,2026,28,687.3,421.4,234
234,Мангистауская,2026,28,687.4,423.2,235
235,Мангистауская,2026,28,687.5,425.0,236
236,Мангистауская,2026,28,687.6,426.8,237
237,Мангистауская,2026,28,687.7,428.6,238
238,Мангистауская,2026,28,687.8,430.4,239
239,Мангистауская,2026,28,687.9,432.2,240
239,Павлодарская,2026,20,715.9,447.9,231
238,Павлодарская,2026,20,715.8,443.8,232
237,Павлодарская,2026,20,715.7,439.7,233
236,Павлодарская,2026,21,715.6,435.6,234
235,Павлодарская,2026,21,715.5,431.5,235
234,Павлодарская,2026,21,715.4,427.4,236
233,Павлодарская,2026,22,715.3,423.3,237
232,Павлодарская,2026,22,715.2,419.2,238
231,Павлодарская,2026,22,715.1,415.1,239
230,Павлодарская,2026,23,715.0,411.0,240
239,Республика Казахстан,2026,680,743.9,448.6,231
238,Республика Казахстан,2026,682,743.8,446.2,232
237,Республика Казахстан,2026,684,743.7,443.8,233
236,Республика Казахстан,2026,686,743.6,441.4,234
235,Республика Казахстан,2026,688,743.5,439.0,235
234,Республика Казахстан,2026,689,743.4,436.6,236
233,Республика Казахстан,2026,691,743.3,434.2,237
232,Республика Казахстан,2026,693,743.2,431.8,238
231,Республика Казахстан,2026,695,743.1,429.4,239
230,Республика Казахстан,2026,697,743.0,427.0,240
239,СКО,2026,10,771.9,436.8,231
238,СКО,2026,10,771.8,435.6,232
237,СКО,2026,10,771.7,434.4,233
236,СКО,2026,10,771.6,433.2,234
235,СКО,2026,11,771.5,432.0,235
234,СКО,2026,11,771.4,430.8,236
233,СКО,2026,11,771.3,429.6,237
232,СКО,2026,11,771.2,428.4,238
231,СКО,2026,11,771.1,427.2,239
230,СКО,2026,12,771.0,426.0,240
239,Туркестанская**,2026,21,799.9,438.5,231
238,Туркестанская**,2026,22,799.8,437.0,232
237,Туркестанская**,2026,22,799.7,435.5,233
236,Туркестанская**,2026,23,799.6,434.0,234
235,Туркестанская**,2026,24,799.5,432.5,235
234,Туркестанская**,2026,24,799.4,431.0,236
233,Туркестанская**,2026,25,799.3,429.5,237
232,Туркестанская**,2026,25,799.2,428.0,238
231,Туркестанская**,2026,26,799.1,426.5,239
230,Туркестанская**,2026,27,799.0,425.0,240
40,Улытау,2026,11,827.0,428.0,41
41,Улытау,2026,11,827.1,430.0,42
42,Улытау,2026,11,827.2,432.0,43
43,Улытау,2026,11,827.3,434.0,44
44,Улытау,2026,11,827.4,436.0,45
45,Улытау,2026,11,827.5,438.0,46
46,Улытау,2026,11,827.6,440.0,47
47,Улытау,2026,11,827.7,442.0,48
48,Улытау,2026,11,827.8,444.0,49
49,Улытау,2026,11,827.9,446.0,50
230,город Алматы,2026,101,855.0,424.0,231
231,город Алматы,2026,101,855.1,425.8,232
232,город Алматы,2026,101,855.2,427.6,233
233,город Алматы,2026,101,855.3,429.4,234
234,город Алматы,2026,101,855.4,431.2,235
235,город Алматы,2026,102,855.5,433.0,236
236,город Алматы,2026,102,855.6,434.8,237
237,город Алматы,2026,102,855.7,436.6,238
238,город Алматы,2026,102,855.8,438.4,239
239,город Алматы,2026,102,855.9,440.2,240
230,город Астана,2026,40,883.0,423.0,231
231,город Астана,2026,40,883.1,425.0,232
232,город Астана,2026,40,883.2,427.0,233
233,город Астана,2026,40,883.3,429.0,234
234,город Астана,2026,40,883.4,431.0,235
235,город Астана,2026,40,883.5,433.0,236
236,город Астана,2026,40,883.6,435.0,237
237,город Астана,2026,40,883.7,437.0,238
238,город Астана,2026,40,883.8,439.0,239
239,город Астана,2026,40,883.9,441.0,240
80,город Шымкент,2026,122,911.0,431.0,81
81,город Шымкент,2026,123,911.1,432.5,82
82,город Шымкент,2026,124,911.2,434.0,83
83,город Шымкент,2026,125,911.3,435.5,84
84,город Шымкент,2026,127,911.4,437.0,85
85,город Шымкент,2026,128,911.5,438.5,86
86,город Шымкент,2026,129,911.6,440.0,87
87,город Шымкент,2026,131,911.7,441.5,88
88,город Шымкент,2026,132,911.8,443.0,89
89,город Шымкент,2026,133,911.9,444.5,90
50,Абай,2027,30,352.0,437.0,51
51,Абай,2027,30,352.1,440.4,52
52,Абай,2027,30,352.2,443.8,53
53,Абай,2027,30,352.3,447.2,54
54,Абай,2027,30,352.4,450.6,55
55,Абай,2027,30,352.5,454.0,56
56,Абай,2027,30,352.6,457.4,57
57,Абай,2027,30,352.7,460.8,58
58,Абай,2027,30,352.8,464.2,59
59,Абай,2027,30,352.9,467.6,60
249,Акмолинская,2027,16,380.9,455.7,241
248,Акмолинская,2027,16,380.8,454.4,242
247,Акмолинская,2027,16,380.7,453.1,243
246,Акмолинская,2027,16,380.6,451.8,244
245,Акмолинская,2027,17,380.5,450.5,245
244,Акмолинская,2027,17,380.4,449.2,246
243,Акмолинская,2027,17,380.3,447.9,247
242,Акмолинская,2027,17,380.2,446.6,248
241,Акмолинская,2027,17,380.1,445.3,249
240,Акмолинская,2027,18,380.0,444.0,250
249,Актюбинская,2027,37,408.9,456.3,241
248,Актюбинская,2027,37,408.8,453.6,242
247,Актюбинская,2027,37,408.7,450.9,243
246,Актюбинская,2027,37,408.6,448.2,244
245,Актюбинская,2027,37,408.5,445.5,245
244,Актюбинская,2027,37,408.4,442.8,246
243,Актюбинская,2027,37,408.3,440.1,247
242,Актюбинская,2027,37,408.2,437.4,248
241,Актюбинская,2027,37,408.1,434.7,249
240,Актюбинская,2027,38,408.0,432.0,250
240,Алматинская,2027,72,436.0,445.0,241
241,Алматинская,2027,72,436.1,447.3,242
242,Алматинская,2027,72,436.2,449.6,243
243,Алматинская,2027,72,436.3,451.9,244
244,Алматинская,2027,72,436.4,454.2,245
245,Алматинская,2027,72,436.5,456.5,246
246,Алматинская,2027,72,436.6,458.8,247
247,Алматинская,2027,72,436.7,461.1,248
248,Алматинская,2027,72,436.8,463.4,249
249,Алматинская,2027,72,436.9,465.7,250
249,Атырауская,2027,24,464.9,453.0,241
248,Атырауская,2027,24,464.8,451.0,242
247,Атырауская,2027,24,464.7,449.0,243
246,Атырауская,2027,24,464.6,447.0,244
245,Атырауская,2027,24,464.5,445.0,245
244,Атырауская,2027,24,464.4,443.0,246
243,Атырауская,2027,24,464.3,441.0,247
242,Атырауская,2027,24,464.2,439.0,248
241,Атырауская,2027,24,464.1,437.0,249
240,Атырауская,2027,25,464.0,435.0,250
249,ВКО,2027,38,492.9,458.9,241
248,ВКО,2027,38,492.8,457.8,242
247,ВКО,2027,38,492.7,456.7,243
246,ВКО,2027,39,492.6,455.6,244
245,ВКО,2027,39,492.5,454.5,245
244,ВКО,2027,39,492.4,453.4,246
243,ВКО,2027,40,492.3,452.3,247
242,ВКО,2027,40,492.2,451.2,248
241,ВКО,2027,40,492.1,450.1,249
240,ВКО,2027,41,492.0,449.0,250
249,Жамбылская,2027,44,520.9,462.3,241
248,Жамбылская,2027,44,520.8,460.6,242
247,Жамбылская,2027,44,520.7,458.9,243
246,Жамбылская,2027,44,520.6,457.2,244
245,Жамбылская,2027,44,520.5,455.5,245
244,Жамбылская,2027,44,520.4,453.8,246
243,Жамбылская,2027,44,520.3,452.1,247
242,Жамбылская,2027,44,520.2,450.4,248
241,Жамбылская,2027,44,520.1,448.7,249
240,Жамбылская,2027,45,520.0,447.0,250
50,Жетысу,2027,36,548.0,436.0,51
51,Жетысу,2027,36,548.1,439.3,52
52,Жетысу,2027,36,548.2,442.6,53
53,Жетысу,2027,36,548.3,445.9,54
54,Жетысу,2027,36,548.4,449.2,55
55,Жетысу,2027,36,548.5,452.5,56
56,Жетысу,2027,36,548.6,455.8,57
57,Жетысу,2027,36,548.7,459.1,58
58,Жетысу,2027,36,548.8,462.4,59
59,Жетысу,2027,36,548.9,465.7,60
249,ЗКО,2027,15,576.9,469.6,241
248,ЗКО,2027,15,576.8,466.2,242
247,ЗКО,2027,15,576.7,462.8,243
246,ЗКО,2027,15,576.6,459.4,244
245,ЗКО,2027,16,576.5,456.0,245
244,ЗКО,2027,16,576.4,452.6,246
243,ЗКО,2027,16,576.3,449.2,247
242,ЗКО,2027,16,576.2,445.8,248
241,ЗКО,2027,16,576.1,442.4,249
240,ЗКО,2027,17,576.0,439.0,250
249,Карагандинская,2027,58,604.9,453.6,241
248,Карагандинская,2027,58,604.8,453.2,242
247,Карагандинская,2027,58,604.7,452.8,243
246,Карагандинская,2027,58,604.6,452.4,244
245,Карагандинская,2027,59,604.5,452.0,245
244,Карагандинская,2027,59,604.4,451.6,246
243,Карагандинская,2027,59,604.3,451.2,247
242,Карагандинская,2027,59,604.2,450.8,248
241,Карагандинская,2027,59,604.1,450.4,249
240,Карагандинская,2027,60,604.0,450.0,250
249,Костанайская,2027,37,632.9,462.6,241
248,Костанайская,2027,37,632.8,460.2,242
247,Костанайская,2027,37,632.7,457.8,243
246,Костанайская,2027,37,632.6,455.4,244
245,Костанайская,2027,37,632.5,453.0,245
244,Костанайская,2027,37,632.4,450.6,246
243,Костанайская,2027,37,632.3,448.2,247
242,Костанайская,2027,37,632.2,445.8,248
241,Костанайская,2027,37,632.1,443.4,249
240,Костанайская,2027,38,632.0,441.0,250
249,Кызылординская,2027,21,660.9,466.3,241
248,Кызылординская,2027,21,660.8,462.6,242
247,Кызылординская,2027,21,660.7,458.9,243
246,Кызылординская,2027,21,660.6,455.2,244
245,Кызылординская,2027,22,660.5,451.5,245
244,Кызылординская,2027,22,660.4,447.8,246
243,Кызылординская,2027,22,660.3,444.1,247
242,Кызылординская,2027,22,660.2,440.4,248
241,Кызылординская,2027,22,660.1,436.7,249
240,Кызылординская,2027,23,660.0,433.0,250
240,Мангистауская,2027,28,688.0,434.0,241
241,Мангистауская,2027,28,688.1,437.3,242
242,Мангистауская,2027,28,688.2,440.6,243
243,Мангистауская,2027,28,688.3,443.9,244
244,Мангистауская,2027,28,688.4,447.2,245
245,Мангистауская,2027,28,688.5,450.5,246
246,Мангистауская,2027,28,688.6,453.8,247
247,Мангистауская,2027,28,688.7,457.1,248
248,Мангистауская,2027,28,688.8,460.4,249
249,Мангистауская,2027,28,688.9,463.7,250
249,Павлодарская,2027,18,716.9,461.0,241
248,Павлодарская,2027,18,716.8,460.0,242
247,Павлодарская,2027,18,716.7,459.0,243
246,Павлодарская,2027,18,716.6,458.0,244
245,Павлодарская,2027,19,716.5,457.0,245
244,Павлодарская,2027,19,716.4,456.0,246
243,Павлодарская,2027,19,716.3,455.0,247
242,Павлодарская,2027,19,716.2,454.0,248
241,Павлодарская,2027,19,716.1,453.0,249
240,Павлодарская,2027,20,716.0,452.0,250
249,Республика Казахстан,2027,663,744.9,461.8,241
248,Республика Казахстан,2027,665,744.8,460.6,242
247,Республика Казахстан,2027,667,744.7,459.4,243
246,Республика Казахстан,2027,668,744.6,458.2,244
245,Республика Казахстан,2027,670,744.5,457.0,245
244,Республика Казахстан,2027,672,744.4,455.8,246
243,Республика Казахстан,2027,673,744.3,454.6,247
242,Республика Казахстан,2027,675,744.2,453.4,248
241,Республика Казахстан,2027,677,744.1,452.2,249
240,Республика Казахстан,2027,679,744.0,451.0,250
249,СКО,2027,9,772.9,468.6,241
248,СКО,2027,9,772.8,465.2,242
247,СКО,2027,9,772.7,461.8,243
246,СКО,2027,9,772.6,458.4,244
245,СКО,2027,9,772.5,455.0,245
244,СКО,2027,9,772.4,451.6,246
243,СКО,2027,9,772.3,448.2,247
242,СКО,2027,9,772.2,444.8,248
241,СКО,2027,9,772.1,441.4,249
240,СКО,2027,10,772.0,438.0,250
249,Туркестанская**,2027,14,800.9,454.4,241
248,Туркестанская**,2027,15,800.8,452.8,242
247,Туркестанская**,2027,16,800.7,451.2,243
246,Туркестанская**,2027,16,800.6,449.6,244
245,Туркестанская**,2027,17,800.5,448.0,245
244,Туркестанская**,2027,18,800.4,446.4,246
243,Туркестанская**,2027,18,800.3,444.8,247
242,Туркестанская**,2027,19,800.2,443.2,248
241,Туркестанская**,2027,20,800.1,441.6,249
240,Туркестанская**,2027,21,800.0,440.0,250
50,Улытау,2027,11,828.0,448.0,51
51,Улытау,2027,11,828.1,448.5,52
52,Улытау,2027,11,828.2,449.0,53
53,Улытау,2027,11,828.3,449.5,54
54,Улытау,2027,11,828.4,450.0,55
55,Улытау,2027,11,828.5,450.5,56
56,Улытау,2027,11,828.6,451.0,57
57,Улытау,2027,11,828.7,451.5,58
58,Улытау,2027,11,828.8,452.0,59
59,Улытау,2027,11,828.9,452.5,60
240,город Алматы,2027,103,856.0,442.0,241
241,город Алматы,2027,103,856.1,444.4,242
242,город Алматы,2027,103,856.2,446.8,243
243,город Алматы,2027,103,856.3,449.2,244
244,город Алматы,2027,104,856.4,451.6,245
245,город Алматы,2027,104,856.5,454.0,246
246,город Алматы,2027,104,856.6,456.4,247
247,город Алматы,2027,105,856.7,458.8,248
248,город Алматы,2027,105,856.8,461.2,249
249,город Алматы,2027,105,856.9,463.6,250
240,город Астана,2027,41,884.0,443.0,241
241,город Астана,2027,41,884.1,444.8,242
242,город Астана,2027,41,884.2,446.6,243
243,город Астана,2027,41,884.3,448.4,244
244,город Астана,2027,41,884.4,450.2,245
245,город Астана,2027,41,884.5,452.0,246
246,город Астана,2027,41,884.6,453.8,247
247,город Астана,2027,41,884.7,455.6,248
248,город Астана,2027,41,884.8,457.4,249
249,город Астана,2027,41,884.9,459.2,250
90,город Шымкент,2027,135,912.0,446.0,91
91,город Шымкент,2027,136,912.1,447.2,92
92,город Шымкент,2027,137,912.2,448.4,93
93,город Шымкент,2027,138,912.3,449.6,94
94,город Шымкент,2027,140,912.4,450.8,95
95,город Шымкент,2027,141,912.5,452.0,96
96,город Шымкент,2027,142,912.6,453.2,97
97,город Шымкент,2027,144,912.7,454.4,98
98,город Шымкент,2027,145,912.8,455.6,99
99,город Шымкент,2027,146,912.9,456.8,100
60,Абай,2028,30,353.0,471.0,61
61,Абай,2028,30,353.1,472.3,62
62,Абай,2028,30,353.2,473.6,63
63,Абай,2028,30,353.3,474.9,64
64,Абай,2028,30,353.4,476.2,65
65,Абай,2028,30,353.5,477.5,66
66,Абай,2028,30,353.6,478.8,67
67,Абай,2028,30,353.7,480.1,68
68,Абай,2028,30,353.8,481.4,69
69,Абай,2028,30,353.9,482.7,70
259,Акмолинская,2028,15,381.9,474.1,251
258,Акмолинская,2028,15,381.8,472.2,252
257,Акмолинская,2028,15,381.7,470.3,253
256,Акмолинская,2028,15,381.6,468.4,254
255,Акмолинская,2028,15,381.5,466.5,255
254,Акмолинская,2028,15,381.4,464.6,256
253,Акмолинская,2028,15,381.3,462.7,257
252,Акмолинская,2028,15,381.2,460.8,258
251,Акмолинская,2028,15,381.1,458.9,259
250,Акмолинская,2028,16,381.0,457.0,260
259,Актюбинская,2028,36,409.9,480.6,251
258,Актюбинская,2028,36,409.8,478.2,252
257,Актюбинская,2028,36,409.7,475.8,253
256,Актюбинская,2028,36,409.6,473.4,254
255,Актюбинская,2028,36,409.5,471.0,255
254,Актюбинская,2028,36,409.4,468.6,256
253,Актюбинская,2028,36,409.3,466.2,257
252,Актюбинская,2028,36,409.2,463.8,258
251,Актюбинская,2028,36,409.1,461.4,259
250,Актюбинская,2028,37,409.0,459.0,260
259,Алматинская,2028,71,437.9,480.6,251
258,Алматинская,2028,71,437.8,479.2,252
257,Алматинская,2028,71,437.7,477.8,253
256,Алматинская,2028,71,437.6,476.4,254
255,Алматинская,2028,71,437.5,475.0,255
254,Алматинская,2028,71,437.4,473.6,256
253,Алматинская,2028,71,437.3,472.2,257
252,Алматинская,2028,71,437.2,470.8,258
251,Алматинская,2028,71,437.1,469.4,259
250,Алматинская,2028,72,437.0,468.0,260
250,Атырауская,2028,24,465.0,455.0,251
251,Атырауская,2028,24,465.1,457.6,252
252,Атырауская,2028,24,465.2,460.2,253
253,Атырауская,2028,24,465.3,462.8,254
254,Атырауская,2028,24,465.4,465.4,255
255,Атырауская,2028,24,465.5,468.0,256
256,Атырауская,2028,24,465.6,470.6,257
257,Атырауская,2028,24,465.7,473.2,258
258,Атырауская,2028,24,465.8,475.8,259
259,Атырауская,2028,24,465.9,478.4,260
259,ВКО,2028,34,493.9,476.2,251
258,ВКО,2028,34,493.8,474.4,252
257,ВКО,2028,35,493.7,472.6,253
256,ВКО,2028,35,493.6,470.8,254
255,ВКО,2028,36,493.5,469.0,255
254,ВКО,2028,36,493.4,467.2,256
253,ВКО,2028,36,493.3,465.4,257
252,ВКО,2028,37,493.2,463.6,258
251,ВКО,2028,37,493.1,461.8,259
250,ВКО,2028,38,493.0,460.0,260
259,Жамбылская,2028,43,521.9,475.7,251
258,Жамбылская,2028,43,521.8,474.4,252
257,Жамбылская,2028,43,521.7,473.1,253
256,Жамбылская,2028,43,521.6,471.8,254
255,Жамбылская,2028,43,521.5,470.5,255
254,Жамбылская,2028,43,521.4,469.2,256
253,Жамбылская,2028,43,521.3,467.9,257
252,Жамбылская,2028,43,521.2,466.6,258
251,Жамбылская,2028,43,521.1,465.3,259
250,Жамбылская,2028,44,521.0,464.0,260
60,Жетысу,2028,36,549.0,469.0,61
61,Жетысу,2028,36,549.1,469.5,62
62,Жетысу,2028,36,549.2,470.0,63
63,Жетысу,2028,36,549.3,470.5,64
64,Жетысу,2028,36,549.4,471.0,65
65,Жетысу,2028,36,549.5,471.5,66
66,Жетысу,2028,36,549.6,472.0,67
67,Жетысу,2028,36,549.7,472.5,68
68,Жетысу,2028,36,549.8,473.0,69
69,Жетысу,2028,36,549.9,473.5,70
259,ЗКО,2028,13,577.9,491.0,251
258,ЗКО,2028,13,577.8,489.0,252
257,ЗКО,2028,13,577.7,487.0,253
256,ЗКО,2028,13,577.6,485.0,254
255,ЗКО,2028,14,577.5,483.0,255
254,ЗКО,2028,14,577.4,481.0,256
253,ЗКО,2028,14,577.3,479.0,257
252,ЗКО,2028,14,577.2,477.0,258
251,ЗКО,2028,14,577.1,475.0,259
250,ЗКО,2028,15,577.0,473.0,260
259,Карагандинская,2028,56,605.9,481.9,251
258,Карагандинская,2028,56,605.8,478.8,252
257,Карагандинская,2028,56,605.7,475.7,253
256,Карагандинская,2028,56,605.6,472.6,254
255,Карагандинская,2028,57,605.5,469.5,255
254,Карагандинская,2028,57,605.4,466.4,256
253,Карагандинская,2028,57,605.3,463.3,257
252,Карагандинская,2028,57,605.2,460.2,258
251,Карагандинская,2028,57,605.1,457.1,259
250,Карагандинская,2028,58,605.0,454.0,260
259,Костанайская,2028,36,633.9,489.3,251
258,Костанайская,2028,36,633.8,486.6,252
257,Костанайская,2028,36,633.7,483.9,253
256,Костанайская,2028,36,633.6,481.2,254
255,Костанайская,2028,36,633.5,478.5,255
254,Костанайская,2028,36,633.4,475.8,256
253,Костанайская,2028,36,633.3,473.1,257
252,Костанайская,2028,36,633.2,470.4,258
251,Костанайская,2028,36,633.1,467.7,259
250,Костанайская,2028,37,633.0,465.0,260
259,Кызылординская,2028,19,661.9,491.6,251
258,Кызылординская,2028,19,661.8,489.2,252
257,Кызылординская,2028,19,661.7,486.8,253
256,Кызылординская,2028,19,661.6,484.4,254
255,Кызылординская,2028,20,661.5,482.0,255
254,Кызылординская,2028,20,661.4,479.6,256
253,Кызылординская,2028,20,661.3,477.2,257
252,Кызылординская,2028,20,661.2,474.8,258
251,Кызылординская,2028,20,661.1,472.4,259
250,Кызылординская,2028,21,661.0,470.0,260
259,Мангистауская,2028,27,689.9,487.7,251
258,Мангистауская,2028,27,689.8,485.4,252
257,Мангистауская,2028,27,689.7,483.1,253
256,Мангистауская,2028,27,689.6,480.8,254
255,Мангистауская,2028,27,689.5,478.5,255
254,Мангистауская,2028,27,689.4,476.2,256
253,Мангистауская,2028,27,689.3,473.9,257
252,Мангистауская,2028,27,689.2,471.6,258
251,Мангистауская,2028,27,689.1,469.3,259
250,Мангистауская,2028,28,689.0,467.0,260
259,Павлодарская,2028,16,717.9,483.6,251
258,Павлодарская,2028,16,717.8,481.2,252
257,Павлодарская,2028,16,717.7,478.8,253
256,Павлодарская,2028,16,717.6,476.4,254
255,Павлодарская,2028,17,717.5,474.0,255
254,Павлодарская,2028,17,717.4,471.6,256
253,Павлодарская,2028,17,717.3,469.2,257
252,Павлодарская,2028,17,717.2,466.8,258
251,Павлодарская,2028,17,717.1,464.4,259
250,Павлодарская,2028,18,717.0,462.0,260
259,Республика Казахстан,2028,645,745.9,484.6,251
258,Республика Казахстан,2028,647,745.8,482.2,252
257,Республика Казахстан,2028,649,745.7,479.8,253
256,Республика Казахстан,2028,651,745.6,477.4,254
255,Республика Казахстан,2028,653,745.5,475.0,255
254,Республика Казахстан,2028,654,745.4,472.6,256
253,Республика Казахстан,2028,656,745.3,470.2,257
252,Республика Казахстан,2028,658,745.2,467.8,258
251,Республика Казахстан,2028,660,745.1,465.4,259
250,Республика Казахстан,2028,662,745.0,463.0,260
259,СКО,2028,7,773.9,489.1,251
258,СКО,2028,7,773.8,487.2,252
257,СКО,2028,7,773.7,485.3,253
256,СКО,2028,7,773.6,483.4,254
255,СКО,2028,8,773.5,481.5,255
254,СКО,2028,8,773.4,479.6,256
253,СКО,2028,8,773.3,477.7,257
252,СКО,2028,8,773.2,475.8,258
251,СКО,2028,8,773.1,473.9,259
250,СКО,2028,9,773.0,472.0,260
259,Туркестанская**,2028,8,801.9,484.8,251
258,Туркестанская**,2028,9,801.8,481.6,252
257,Туркестанская**,2028,9,801.7,478.4,253
